"","Date","Time","Location","Operator","Flight #","Route","Type","Registration","Aboard","Fatalities","Ground","Summary","Manufacturer","SurvivorToFatalitiesRatio","DeathRatePercentage"
"2851","10/30/1975","09:20","Czechoslovakia","Inex Adria Aviopromet","Unknown Flight #","Tivat - Praha","McDonnell Douglas DC-9-32","YU-AJO",120.00,75.00,0.00,"The aircraft landed short and hit high ground during an ILS approach in fog.","McDonnell",0.62,62
"2852","11/03/1975","13:02","Gulf of Mexico","Petroleum Helicopter","Unknown Flight #","Unknown Route","Bell 212","N90057",9.00,9.00,0.00,"The helicopter crashed after the main rotor failed. No occupants ever found.","Bell",1.00,100
"2853","11/07/1975","19:25","Pennsylvania","Quakertown Aviation - Air Taxi","Unknown Flight #","Latrobe, PA - State College, PA","NA Rockwell 112","N4QA",4.00,4.00,0.00,"Collided with mountain at 1,500 ft. while attempting to land. Misjudged altitude and clearance.",NA,1.00,100
"2854","11/18/1975","Unknown time","Guatemala","Aviateca","Unknown Flight #","Uaxactun - Flores","Douglas DC-3","TG-AGA",22.00,15.00,0.00,"Crashed into mountainous jungle in poor visibility and heavy rain.","Douglas",0.68,68
"2855","11/20/1975","Unknown time","USSR","Aeroflot","27307905","Unknown Route","Antonov AN-24","CCCP-46349",19.00,19.00,0.00,"No information on how the accident occured","Antonov",1.00,100
"2856","11/22/1975","Unknown time","Near Novgorod (Russia","Aeroflot","Unknown Flight #","Unknown Route","Yakovlev 40","CCCP-87458",6.00,6.00,5.00,"Crashed into a build in fog while attempting to land. Pilot descended below MDA","Yakovlev",1.00,100
"2857","11/22/1975","Unknown time","Bulgaria","Balkan Bulgarian Airlines","Unknown Flight #","Sofia - Varna","Antonov AN-24B","LZ-ANA",48.00,3.00,0.00,"Crashed shortly after takeoff.","Antonov",0.06,6
"2858","11/25/1975","18:50","Egypt","Military - Israel  Air Force","Unknown Flight #","Unknown Route","Lockheed C-130 Hercules","011",20.00,20.00,0.00,"Crashed 15 ft. below the summit of cloud-obscured Jebel Hilal Mountain on the Israeli-occupied Sinai Peninsula.","Lockheed",1.00,100
"2859","11/29/1975","Unknown time","England","Private","Unknown Flight #","Unknown Route","Piper PA-23-250 Aztec","N6645Y",6.00,6.00,0.00,"Race car driver Graham Hill, 46, was killed when the plane he was piloting got lost in fog and crashed near Elstree Airport.","Piper",1.00,100
"2860","11/30/1975","09:09","Nevada","SceniAirline - Air Taxi","Unknown Flight #","Ely, NV - Elko, NV","Cessna 402","N52SA",2.00,2.00,0.00,"Crashed in snow and turbulence while descending to land. Descended below minima. Pilot didn't use available instrument approach chart.","Cessna",1.00,100
"2861","12/21/1975","Unknown time","Philippines","Philippine Aerotransport","Unknown Flight #","Unknown Route","Britten-Norman BN-2A-21 Islander","RP-C2136",9.00,9.00,0.00,"No information on how the accident occured","Britten",1.00,100
"2862","12/26/1975","14:49","Colorado","Star Aviation","Unknown Flight #","Denver, CO - Grandby, CO","Mitsubishi MU-2B","N133MA",9.00,9.00,0.00,"Crashed into mountains. Continued VFR flight into adverse weather conditions.","Mitsubishi",1.00,100
"2863","01/01/1976","05:30","Saudi Arabia","Middle East Airlines","438","Beirut - Dubai","Boeing B-720B-023B","OD-AFT",82.00,82.00,0.00,"The aircraft broke-up at FL 370 and crashed in the desert. Detonation of an explosive device in the forward cargo compartment.","Boeing",1.00,100
"2864","01/03/1976","Unknown time","Russia","Aeroflot","Unknown Flight #","Moscow - Vnukovo","Tupolev TU-124","CCCP-45036",61.00,61.00,0.00,"The plane rolled to the left and crashed into houses after takeoff. Failure of both artificial horizons.","Tupolev",1.00,100
"2865","01/03/1976","17:58","Alaska","Winship Air","Unknown Flight #","Anchorage, AK - Deadhorse, AK","Lear Jet 24A","N651LJ",6.00,6.00,0.00,"Crashed short of the runway in fog. The pilot descended below published minimums because of low fuel.  Inadequate preflight planning. Improper IFR operation.","Lear",1.00,100
"2866","01/06/1976","20:15","New Mexico","Orlando Airways - Air Taxi","Unknown Flight #","Albuquerque, NM - Gallup, NM","Piper PA-23","N5258Y",4.00,4.00,0.00,"Crashed in snow showers and low visibility.","Piper",1.00,100
"2867","01/08/1976","Unknown time","Philippines","Philippine Aerotransport","Unknown Flight #","Unknown Route","Britten-Norman BN-2A-21 Islander","RP-C2135",7.00,7.00,0.00,"No information on how the accident occured","Britten",1.00,100
"2868","01/15/1976","Unknown time","Colombia","Taxi Aereo el Venado","Unknown Flight #","Bogota - La Macarene","Douglas C-54A","HK-172",13.00,13.00,0.00,"Hit an 11,620 ft. mountain in poor weather.","Douglas",1.00,100
"2869","01/15/1976","14:24","Idaho","Green Acres - Air Taxi","Unknown Flight #","Butte, MT - Kooskia, ID","Bellanca 17-30","N7385V",3.00,3.00,0.00,"Struck trees in mountainous area in rain and low visibility at 5,700 ft. north of proposed route.  Continued VFR flight into adverse weather.","Bellanca",1.00,100
"2870","01/18/1976","15:44","Bolivia","Frigorifico Maniqui","Unknown Flight #","Unknown Route","Douglas C-47","CP- 573",10.00,7.00,0.00,"The plane was forced to return to San Borja after the No.2 engine failed.  After crossing the runway the plane crashed into trees 1.2 miles past the end of the runway. Malfunction or failure of the No. 2 engine, landing gear malfunction and an improper landing procedure.","Douglas",0.70,70
"2871","01/20/1976","07:15","Ecuador","TAME","Unknown Flight #","Loja - Guayaquil","Hawker Siddeley HS-748-246","FAE-683",42.00,34.00,0.00,"The aircraft lost altitude and the right wing struck trees as the plane crashed in the Chillacocha mountain range at 9.000 ft. while en route.","Hawker",0.81,81
"2872","01/21/1976","Unknown time","China","CAAC","Unknown Flight #","Guangzhou - Changsha","Antonov AN-24","B-492",40.00,40.00,0.00,"Crashed during the approach.","Antonov",1.00,100
"2873","01/22/1976","Unknown time","Brazil","Transbrasil","Unknown Flight #","Unknown Route","Embraer 110C Bandeirante","PT-TBD",11.00,9.00,0.00,"Crashed during takeoff.","Embraer",0.82,82
"2874","01/30/1976","Unknown time","Kyrgyzstan","Aeroflot","Unknown Flight #","Training","Ilyushin IL-18V","CCCP-75558",6.00,6.00,0.00,"The crew was practicing dual engine failure with No. 3 and 4 engines shut down. The airplane lost control when the captain attempted a go-around and the No. 3 engine failed to relight. The propeller caused strong drag and the aircraft rolled and impacted the ground.","Ilyushin",1.00,100
"2875","02/03/1976","05:42","Louisiana","Falcon Airways - Air Taxi","Unknown Flight #","Lafayette, LA - Patterson, LA","Beechcraft  C-45H","N3329G",2.00,2.00,0.00,"After the plane took off, cargo shifted causing the plane to enter a layer of fog and crash into a swamp. Improperly loaded cargo.","Beechcraft",1.00,100
"2876","02/04/1976","Unknown time","Colombia","LAC Colombia","Unknown Flight #","Santa Maria - Curacao","Douglas DC-6A","HK-1389",3.00,3.00,0.00,"The cargo plane crashed into the ocean. Engine failure.","Douglas",1.00,100
"2877","02/06/1976","Unknown time","Spain","Military - U.S. Air Force","Unknown Flight #","Mildenhall, England - Torrejon AFB","Boeing KC-135A","60-0368",7.00,7.00,0.00,"Crashed and burned while attempting to land.","Boeing",1.00,100
"2878","09/02/1976","17:15","Alaska","Temsco Helicopter - Air Taxi","Unknown Flight #","Unknown Route","Hughes 369HS","N9172F",4.00,3.00,0.00,"Crashed while climbing to cruise altitude. Failed to maintain adequate rotor speed.","Hughes",0.75,75
"2879","02/08/1976","10:44","California","Mercer Airlines","Unknown Flight #","Burbank - Ontario","Douglas DC-6","N901MA",6.00,3.00,0.00,"The aircraft took off from Burbank when a propeller blade separated, causing an engine failure. The aircraft circled back to the airport and attempted an emergency landing but upon touchdown the plane<U+0092>s speed was too great. As a result, the landing was aborted and the flight crew opted to divert to nearby Van Nuys Airport. While en route, a second engine failed and the aircraft crashed onto the Woodley Golf Course one mile short of the runway at Van Nuys. The aircraft plowed into a small unoccupied building and came to rest against a portable bungalow.","Douglas",0.50,50
"2880","02/09/1976","Unknown time","Russia","Aeroflot","Unknown Flight #","Unknown Route","Tupolev TU-104A","CCCP-42327",24.00,24.00,0.00,"Crashed during takeoff.","Tupolev",1.00,100
"2881","02/21/1976","16:33","Virgin Islands","Antilles Air","Unknown Flight #","St. Thomas, VI - St. Croix, VI","Grumman G-21A seaplane","N4772C",11.00,5.00,0.00,"Crashed into the water and sank while attempting and emergency forced. Unscheduled feathering of right prop for undetermined reasons. Engine failure for undetermined reasons.","Grumman",0.45,45
"2882","03/01/1976","Unknown time","Romania","Tarom","Unknown Flight #","Unknown Route","Ilyushin II-14P","YR-ILO",9.00,6.00,0.00,"Crashed short of the runway.","Ilyushin",0.67,67
"2883","03/02/1976","Unknown time","Southeastern Bolivia","TAM (Bolivia)","Unknown Flight #","Camiri - Itaguasurenda","IAI Arava 201","TAM-76",22.00,19.00,0.00,"Crashed in the jungle while en route","IAI",0.86,86
"2884","03/06/1976","01:00","Russia","Aeroflot","Unknown Flight #","Moscow - Yerevan","Ilyushin IL-18D","CCCP-75408",120.00,120.00,7.00,"The aircraft plunged to earth from FL 260. Electrical power failure of compass, gyros and auto pilot.","Ilyushin",1.00,100
"2885","03/07/1976","11:07","Alaska","Kodiak Western Alaska Airlines","Unknown Flight #","South Nanek, AK - Dillingham, AK","Cessna 207","N91142",4.00,4.00,0.00,"Continued VFR flight in to adverse weather.","Cessna",1.00,100
"2886","03/07/1976","02:20","California","Sky Haven - Air Taxi","Unknown Flight #","Palm Springs, CA - Santa Ana, CA","Cessna 172M","N1631V",2.00,2.00,0.00,"The aircraft crashed into the PacifiOcean after an in-flight fire. Source of the fire undetermined.","Cessna",1.00,100
"2887","03/18/1976","Unknown time","Havana. Cuba","Cubana de Aviacion","Unknown Flight #","Training","Antonov An-24B","CU-T879",5.00,5.00,0.00,"During a training flight the aircraft collided with a DC-8 and crashed. The DC-8 landed safely.","Antonov",1.00,100
"2888","04/02/1976","Unknown time","Colombia","SATENA","Unknown Flight #","Florencia - Puerto Asis","Douglas DC-3","FAC-676",16.00,5.00,0.00,"Crashed into a lake while on approach.","Douglas",0.31,31
"2889","04/05/1976","08:19","Alaska","Alaska Airlines","60","Juneau - Ketchikan","Boeing B-727-81","N124AS",50.00,1.00,0.00,"The plane overran the runway after landing at excessive speed. The captain's faulty judgement in initiating a go-around after he was committed to a full stop landing following an excessively long and fast touchdown from an unstabilized approach.","Boeing",0.02,2
"2890","04/08/1976","07:25","Washington","North Sound Aviation","Unknown Flight #","Burlington, WA - Friday Harbor, WA","Cessna 207","N1645U",7.00,7.00,0.00,"Crashed while attempting a go-around. Continued VFR flight into adverse weather. Spatial disorientation. Premature flap retraction.","Cessna",1.00,100
"2891","04/08/1976","14:56","Colorado","Royal American - Air Taxi","Unknown Flight #","Denver, CO - Aspen, CO","Beechcraft A36","N6061S",2.00,2.00,0.00,"Made a high speed vertical dive and crashed. Probable cause undetermined.","Beechcraft",1.00,100
"2892","04/14/1976","Unknown time","Argentina","Yacimientos Petroliferos Fiscales","Unknown Flight #","Unknown Route","Hawker Siddeley HS-748 2","LV-HHB",34.00,34.00,0.00,"Structural failure and in-flight separation of the right wing. Fatigue cracks attributed to stress due to design. These cracks became critical sooner than anticipated. The cracks remained undetected and became critical because the manufacturer's inspection program for the area was insufficiently.","Hawker",1.00,100
"2893","04/15/1976","14:55","California","Chartair - Air Taxi","Unknown Flight #","San Diego, CA - Palm Desert, CA","Beech B60","N37D",6.00,6.00,0.00,"Flew into a thunderstorm and broke apart. Exceeded designed stress limits of aircraft.  VFR flight into adverse weather.","Beech",1.00,100
"2894","04/23/1976","08:08","Gulf of Mexico","Petroleum Helicopter","Unknown Flight #","Unknown Route","Bell 205 A-1 helicopter","N8167J",12.00,12.00,0.00,"Fatigue fracture of tail boom fuselage attachment fitting. Pilot and 4 passengers not recovered.","Bell",1.00,100
"2895","04/27/1976","11:15","Alaska","Frontier Flying Service - Air Taxi","Unknown Flight #","Anaktuvuk, AK - Bettles, AK","Cessna 207","N1707U",5.00,5.00,0.00,"Crashed in show and low ceiling while en route. Whiteout. Initiated flight in adverse weather conditions.","Cessna",1.00,100
"2896","04/27/1976","15:10","Virgin Islands","American Airlines","625","New York City - Saint Thomas","Boeing B-727-95","N1963",88.00,37.00,0.00,"After touching down 2,200 feet down the runway, a go-around procedure was initiated. When there was no acceleration felt, the throttles were closed again. After attaining a nose-up attitude of 11 degrees, the aircraft ran off the end of the runway and struck a localizer antenna. The wingtip then clipped a hillside, the aircraft hit an embankment, went airborne and contacted the ground bursting into flames. The captain's actions and his judgement in initiating a go-around manoeuver with insufficient runway remaining after a long touchdown.","Boeing",0.42,42
"2897","05/04/1976","Unknown time","Zambia","de Havilland Aircraft","Unknown Flight #","Unknown Route","de Havilland Canada DHC-6 Twin Otter 300","C-GDHA",11.00,11.00,0.00,"The airplane crashed 1,000 meters beyond the runway after taking off with a failure of the No. 2 engine.","de",1.00,100
"2898","05/05/1976","Unknown time","Philippines","Philippine Aerotransport","Unknown Flight #","Unknown Route","Britten-Norman BN-2A-21 Islander","RP-C2140",10.00,4.00,0.00,"No information on how the accident occured","Britten",0.40,40
"2899","11/23/1976","09:45","Greece","OlympiAirways","Unknown Flight #","Athens - Larisa","NAMC YS-11A-500","SX-BBR",50.00,50.00,0.00,"The airliner crashed into mountainous terrain after being diverted to Kozani due to poor weather at Larissa.","NAMC",1.00,100
"2900","05/09/1976","16:30","Spain","Military - Imperial Iranian Air Force","228","Terhan, Iran - Madrid, Spain - McGuire AFB, New Jersey","Boeing B-747-131F","5-283",17.00,17.00,0.00,"The aircraft was struck by lightning while descending through FL100.  There was an explosion in the No. 1 fuel tank which caused the left wing to fail and the plane to crash. Ignition of fuel vapor in the No.1 tank in the vicinity of the motor drive fuel valve.","Boeing",1.00,100
